Rxn name	Rxn description	Formula	Gene-reaction association	Reversible	LB	UB	Objective
EX_tcynt(e)	Thiocyanate exchange	tcynt[e]  <=> 		1	 -1.00	1000.00	  0.00
EX_tethex3(e)	tetracosahexaenoic acid, n-3 exchange	tethex3[e]  <=> 		1	 -1.00	1000.00	  0.00
EX_tetpent3(e)	tetracosapentaenoic acid, n-3 exchange	tetpent3[e]  <=> 		1	 -1.00	1000.00	  0.00
EX_tetpent6(e)	tetracosapentaenoic acid, n-6 exchange	tetpent6[e]  <=> 		1	 -1.00	1000.00	  0.00
EX_tettet6(e)	tetracosatetraenoic acid n-6 exchange	tettet6[e]  <=> 		1	 -1.00	1000.00	  0.00
EX_thf(e)	5,6,7,8-Tetrahydrofolate exchange	thf[e]  <=> 		1	 -1.00	1000.00	  0.00
EX_thm(e)	exchange reaction for Thiamin	thm[e]  <=> 		1	-1000.00	  0.00	  0.00
EX_thmmp(e)	Thiamin monophosphate exchange	thmmp[e]  <=> 		1	 -1.00	1000.00	  0.00
EX_thmtp(e)	Thiamin triphosphate exchange	thmtp[e]  <=> 		1	 -1.00	1000.00	  0.00
EX_thr_L(e)	L-Threonine exchange	thr_L[e]  <=> 		1	 -1.00	1000.00	  0.00
EX_thymd(e)	Thymidine exchange	thymd[e]  <=> 		1	 -1.00	1000.00	  0.00
EX_tmndnc(e)	timnodonic acid exchange	tmndnc[e]  <=> 		1	 -1.00	1000.00	  0.00
EX_tolbutamide(e)	tolbutamide exchange	tolbutamide[e]  <=> 		1	 -1.00	1000.00	  0.00
EX_triodthy(e)	Triiodothyronine exchange	triodthy[e]  <=> 		1	 -1.00	1000.00	  0.00
EX_triodthysuf(e)	Triiodothyronine sulfate exchange	triodthysuf[e]  <=> 		1	 -1.00	1000.00	  0.00
EX_trp_L(e)	L-Tryptophan exchange	trp_L[e]  <=> 		1	 -1.00	1000.00	  0.00
EX_tststerone(e)	Testosterone exchange	tststerone[e]  <=> 		1	 -1.00	1000.00	  0.00
EX_ttdca(e)	exchange reaction for tetradecanoate (n-C14:0)	ttdca[e]  <=> 		1	-1000.00	  0.00	  0.00
EX_tyr_L(e)	L-Tyrosine exchange	tyr_L[e]  <=> 		1	 -1.00	1000.00	  0.00
EX_udp(e)	UDP exchange	udp[e]  <=> 		1	 -1.00	1000.00	  0.00
EX_ump(e)	UMP exchange	ump[e]  <=> 		1	 -1.00	1000.00	  0.00
EX_ura(e)	Uracil exchange	ura[e]  <=> 		1	 -1.00	1000.00	  0.00
EX_urate(e)	Urate exchange	urate[e]  <=> 		1	 -1.00	1000.00	  0.00
EX_uri(e)	exchange reaction for Uridine	uri[e]  <=> 		1	 -1.00	1000.00	  0.00
EX_utp(e)	UTP exchange	utp[e]  <=> 		1	 -1.00	1000.00	  0.00
EX_vacc(e)	vaccenic acid exchange	vacc[e]  <=> 		1	 -1.00	1000.00	  0.00
EX_val_L(e)	L-Valine exchange	val_L[e]  <=> 		1	 -1.00	1000.00	  0.00
EX_vitd3(e)	exchange reaction for calctriol	vitd3[e]  <=> 		1	-1000.00	  0.00	  0.00
EX_xolest2_hs(e)	cholesterol ester (from FULLR2) exchange	xolest2_hs[e]  <=> 		1	 -1.00	1000.00	  0.00
EX_xyl_D(e)	D-Xylose exchange	xyl_D[e]  <=> 		1	 -1.00	1000.00	  0.00
EX_xylt(e)	exchange reaction for xylitol	xylt[e]  <=> 		1	-1000.00	  0.00	  0.00
EX_yvite(e)	gamma-Tocopherol exchange	yvite[e]  <=> 		1	 -1.00	1000.00	  0.00
FACOAL140i	fatty-acid--CoA ligase (tetradecanoate)	atp[c] + coa[c] + ttdca[c]  -> amp[c] + ppi[c] + tdcoa[c] 	(2181.1)	0	  0.00	1000.00	  0.00
FACOAL150	fatty-acid--CoA ligase	atp[c] + coa[c] + ptdca[c]  <=> amp[c] + ppi[c] + ptdcacoa[c] 	(22305.2) or (2182.1) or (2180.1) or (2181.2) or (2181.1) or (22305.1)	1	-1000.00	1000.00	  0.00
FACOAL160i	C160 fatty acid activation	atp[c] + coa[c] + hdca[c]  -> amp[c] + ppi[c] + pmtcoa[c] 	(2181.2) or (22305.2) or (51703.1) or (22305.1) or (2180.1) or (2181.1)	0	  0.00	1000.00	  0.00
FACOAL161	fatty-acid--CoA ligase (hexadecenoate)	atp[c] + coa[c] + hdcea[c]  <=> amp[c] + ppi[c] + hdcoa[c] 	(2180.1)	1	-1000.00	1000.00	  0.00
FACOAL170	fatty-acid--CoA ligase	atp[c] + coa[c] + hpdca[c]  <=> amp[c] + ppi[c] + hpdcacoa[c] 	(22305.2) or (2182.1) or (2180.1) or (2181.2) or (2181.1) or (22305.1)	1	-1000.00	1000.00	  0.00
FACOAL180i	C180 fatty acid activation	atp[c] + coa[c] + ocdca[c]  -> amp[c] + ppi[c] + stcoa[c] 	(22305.2) or (2181.2) or (51703.1) or (2181.1) or (2180.1) or (22305.1)	0	  0.00	1000.00	  0.00
FACOAL1812	fatty-acid--CoA ligase	atp[c] + coa[c] + vacc[c]  <=> amp[c] + ppi[c] + vacccoa[c] 	(2180.1)	1	-1000.00	1000.00	  0.00
FACOAL1813	fatty-acid--CoA ligase	atp[c] + coa[c] + elaid[c]  <=> amp[c] + ppi[c] + od2coa[c] 	(2180.1)	1	-1000.00	1000.00	  0.00
FACOAL181i	C181 fatty acid activation	atp[c] + coa[c] + ocdcea[c]  -> amp[c] + ppi[c] + odecoa[c] 	(2180.1) or (2181.2) or (2181.1)	0	  0.00	1000.00	  0.00
FACOAL1821	fatty-acid--CoA ligase	atp[c] + coa[c] + lnlc[c]  <=> amp[c] + ppi[c] + lnlccoa[c] 	(2180.1)	1	-1000.00	1000.00	  0.00
FACOAL1822	fatty-acid--CoA ligase	atp[c] + coa[c] + lneldc[c]  <=> amp[c] + ppi[c] + lneldccoa[c] 	(2180.1)	1	-1000.00	1000.00	  0.00
FACOAL1831	fatty-acid--CoA ligase	atp[c] + coa[c] + lnlncg[c]  <=> amp[c] + ppi[c] + lnlncgcoa[c] 	(2180.1)	1	-1000.00	1000.00	  0.00
FACOAL1832	fatty-acid--CoA ligase	atp[c] + coa[c] + lnlnca[c]  <=> amp[c] + ppi[c] + lnlncacoa[c] 	(2180.1)	1	-1000.00	1000.00	  0.00
FACOAL184	fatty-acid--CoA ligase	atp[c] + coa[c] + strdnc[c]  <=> amp[c] + ppi[c] + strdnccoa[c] 	(2180.1)	1	-1000.00	1000.00	  0.00
FACOAL191	fatty-acid--CoA ligase	atp[c] + coa[c] + prist[c]  -> amp[c] + ppi[c] + pristcoa[c] 	(11001.1)	0	  0.00	1000.00	  0.00
FACOAL200	fatty-acid--CoA ligase	atp[c] + coa[c] + arach[c]  <=> amp[c] + ppi[c] + arachcoa[c] 	(2180.1)	1	  0.00	1000.00	  0.00
FACOAL203	fatty-acid--CoA ligase	atp[c] + coa[c] + dlnlcg[c]  <=> amp[c] + ppi[c] + dlnlcgcoa[c] 	(2180.1)	1	-1000.00	1000.00	  0.00
FACOAL204	fatty-acid--CoA ligase	atp[c] + coa[c] + arachd[c]  <=> amp[c] + ppi[c] + arachdcoa[c] 	(22305.1) or (2181.2) or (2181.1) or (2180.1) or (22305.2) or (2182.1) or (2182.2)	1	-1000.00	1000.00	  0.00
FACOAL2042	fatty-acid--CoA ligase	atp[c] + coa[c] + eicostet[c]  <=> amp[c] + ppi[c] + eicostetcoa[c] 	(2180.1)	1	-1000.00	1000.00	  0.00
FACOAL205	fatty-acid--CoA ligase	atp[c] + coa[c] + tmndnc[c]  <=> amp[c] + ppi[c] + tmndnccoa[c] 	(2180.1)	1	-1000.00	1000.00	  0.00
FACOAL206	fatty-acid--CoA ligase	atp[c] + coa[c] + phyt[c]  <=> amp[c] + ppi[c] + phytcoa[c] 	(11001.1)	1	-1000.00	1000.00	  0.00
FACOAL224	fatty-acid--CoA ligase	atp[c] + coa[c] + adrn[c]  <=> amp[c] + ppi[c] + adrncoa[c] 	(2180.1)	1	-1000.00	1000.00	  0.00
FACOAL2251	fatty-acid--CoA ligase	atp[c] + coa[c] + dcsptn1[c]  <=> amp[c] + ppi[c] + dcsptn1coa[c] 	(2180.1)	1	-1000.00	1000.00	  0.00
FACOAL2252	fatty-acid--CoA ligase	atp[c] + coa[c] + clpnd[c]  <=> amp[c] + ppi[c] + clpndcoa[c] 	(2180.1)	1	-1000.00	1000.00	  0.00
FACOAL226	fatty-acid--CoA ligase	atp[c] + coa[c] + crvnc[c]  <=> amp[c] + ppi[c] + c226coa[c] 	(2180.1)	1	-1000.00	1000.00	  0.00
FACOAL240	fatty-acid--CoA ligase	atp[c] + coa[c] + lgnc[c]  <=> amp[c] + ppi[c] + lgnccoa[c] 	(2180.1)	1	-1000.00	1000.00	  0.00
FACOAL241	fatty-acid--CoA ligase	atp[c] + coa[c] + nrvnc[c]  <=> amp[c] + ppi[c] + nrvnccoa[c] 	(2180.1)	1	-1000.00	1000.00	  0.00
FACOAL244_1	fatty-acid--CoA ligase	atp[c] + coa[c] + tettet6[c]  <=> amp[c] + ppi[c] + tettet6coa[c] 	(2180.1)	1	-1000.00	1000.00	  0.00
FACOAL245_1	fatty-acid--CoA ligase	atp[c] + coa[c] + tetpent6[c]  <=> amp[c] + ppi[c] + tetpent6coa[c] 	(2180.1)	1	-1000.00	1000.00	  0.00
FACOAL245_2	fatty-acid--CoA ligase	atp[c] + coa[c] + tetpent3[c]  <=> amp[c] + ppi[c] + tetpent3coa[c] 	(2180.1)	1	-1000.00	1000.00	  0.00
FACOAL246_1	fatty-acid--CoA ligase	atp[c] + coa[c] + tethex3[c]  <=> amp[c] + ppi[c] + tethex3coa[c] 	(2180.1)	1	-1000.00	1000.00	  0.00
FACOAL260	fatty-acid--CoA ligase (n-C26:0)	atp[c] + coa[c] + hexc[c]  <=> amp[c] + ppi[c] + hexccoa[c] 	(2180.1)	1	-1000.00	1000.00	  0.00
FACOAL80i	fatty-acid--CoA ligase (octanoate)	atp[c] + coa[c] + octa[c]  -> amp[c] + ppi[c] + occoa[c] 	(2181.1) or (2181.2)	0	  0.00	1000.00	  0.00
FADDP	FAD diphosphatase	h2o[c] + fad[c]  -> 2 h[c] + amp[c] + fmn[c] 	(5167.1)	0	  0.00	1000.00	  0.00
FADH2tru	FADH2 transporter, endoplasmic reticulum	fadh2[c]  -> fadh2[r] 		0	  0.00	1000.00	  0.00
FADtru	FAD transporter, endoplasmic reticulum	fad[r]  -> fad[c] 		0	  0.00	1000.00	  0.00
FAEL183	fatty-acyl-CoA elongation (n-C18:3CoA)	o2[c] + 5 h[c] + 4 nadph[c] + malcoa[c] + lnlncgcoa[c]  -> 3 h2o[c] + 4 nadp[c] + co2[c] + coa[c] + dlnlcgcoa[c] 	(6785.1)	0	  0.00	1000.00	  0.00
FAEL184	fatty-acyl-CoA elongation (n-C20:4CoA)	o2[c] + 5 h[c] + 4 nadph[c] + malcoa[c] + strdnccoa[c]  -> 3 h2o[c] + 4 nadp[c] + co2[c] + coa[c] + eicostetcoa[c] 	(6785.1)	0	  0.00	1000.00	  0.00
FAEL204	fatty-acyl-CoA elongation (n-C20:4CoA)	o2[c] + 5 h[c] + 4 nadph[c] + malcoa[c] + arachdcoa[c]  -> 3 h2o[c] + 4 nadp[c] + co2[c] + coa[c] + adrncoa[c] 	(6785.1)	0	  0.00	1000.00	  0.00
FAEL205	fatty-acyl-CoA elongation (n-C20:5CoA)	o2[c] + 5 h[c] + 4 nadph[c] + malcoa[c] + tmndnccoa[c]  -> 3 h2o[c] + 4 nadp[c] + co2[c] + coa[c] + clpndcoa[c] 	(6785.1)	0	  0.00	1000.00	  0.00
FALDH	formaldehyde dehydrogenase	nad[c] + fald[c] + gthrd[c]  <=> h[c] + nadh[c] + Sfglutth[c] 	(128.1)	1	-1000.00	1000.00	  0.00
FAOXC11	Beta oxidation of long chain fatty acid	h2o[m] + coa[m] + nad[m] + dmnoncoa[m]  -> h[m] + nadh[m] + accoa[m] + dmhptcoa[m] 	(34.1)	0	  0.00	1000.00	  0.00
FAOXC140	Beta oxidation of long chain fatty acid	6 h2o[m] + 6 coa[m] + 6 nad[m] + 6 fad[m] + tdcoa[m]  -> 6 h[m] + 6 nadh[m] + 7 accoa[m] + 6 fadh2[m] 	(35.1) or (34.1)	0	  0.00	1000.00	  0.00
FAOXC150m	Beta oxidation of long chain fatty acid (odd chain)	6 h2o[m] + 6 coa[m] + 6 nad[m] + 6 fad[m] + ptdcacoa[m]  -> 6 h[m] + 6 nadh[m] + 6 accoa[m] + ppcoa[m] + 6 fadh2[m] 	(35.1) or (34.1)	0	  0.00	1000.00	  0.00
FAOXC160	Beta oxidation of long chain fatty acid	7 h2o[m] + 7 coa[m] + 7 nad[m] + 7 fad[m] + pmtcoa[m]  -> 7 h[m] + 7 nadh[m] + 8 accoa[m] + 7 fadh2[m] 	(34.1) or (35.1)	0	  0.00	1000.00	  0.00
FAOXC16080m	Beta oxidation of long chain fatty acid	4 h2o[m] + 4 coa[m] + 4 nad[m] + 4 fad[m] + pmtcoa[m]  -> 4 h[m] + 4 nadh[m] + 4 accoa[m] + 4 fadh2[m] + occoa[m] 	(35.1) or (34.1)	0	  0.00	1000.00	  0.00
FAOXC16080x	Beta oxidation of long chain fatty acid	4 nad[x] + 4 coa[x] + pmtcoa[x] + 4 o2[x] + 4 h2o[x]  -> 4 h[x] + 4 nadh[x] + 4 accoa[x] + occoa[x] + 4 h2o2[x] 	(51.1 and 3295.1 and 30.1) or (51.1 and 30.1 and 1962.1) or (30.1 and 51.2 and 1962.1) or (3295.1 and 30.1 and 51.2)	0	  0.00	1000.00	  0.00
FAOXC161802m	Beta oxidation  fatty acid	4 h2o[m] + 4 coa[m] + 4 nad[m] + 3 fad[m] + hdd2coa[m]  -> 4 h[m] + 4 nadh[m] + 4 accoa[m] + 3 fadh2[m] + occoa[m] 	(34.1) or (35.1)	0	  0.00	1000.00	  0.00
FAOXC16180m	Beta oxidation  fatty acid	4 h2o[m] + 4 coa[m] + 4 nad[m] + 3 fad[m] + hdcoa[m]  -> 4 h[m] + 4 nadh[m] + 4 accoa[m] + 3 fadh2[m] + occoa[m] 	(35.1) or (34.1)	0	  0.00	1000.00	  0.00
FAOXC170m	Beta oxidation of long chain fatty acid (odd chain)	7 h2o[m] + 7 coa[m] + 7 nad[m] + 7 fad[m] + hpdcacoa[m]  -> 7 h[m] + 7 nadh[m] + 7 accoa[m] + ppcoa[m] + 7 fadh2[m] 	(34.1)	0	  0.00	1000.00	  0.00
FAOXC180	Beta oxidation of long chain fatty acid	h2o[m] + coa[m] + nad[m] + fad[m] + stcoa[m]  -> h[m] + nadh[m] + accoa[m] + fadh2[m] + pmtcoa[m] 	(34.1) or (34.1) or (35.1) or (35.1)	0	  0.00	1000.00	  0.00
FAOXC180x	Beta oxidation of long chain fatty acid	nad[x] + coa[x] + o2[x] + h2o[x] + stcoa[x]  -> h[x] + nadh[x] + accoa[x] + pmtcoa[x] + h2o2[x] 	(51.1 and 3295.1 and 30.1) or (51.1 and 30.1 and 1962.1) or (30.1 and 51.2 and 1962.1) or (3295.1 and 30.1 and 51.2)	0	  0.00	1000.00	  0.00
FAOXC1811601m	Beta oxidation  fatty acid	5 h2o[m] + 5 coa[m] + 5 nad[m] + 4 fad[m] + od2coa[m]  -> 5 h[m] + 5 nadh[m] + 5 accoa[m] + 4 fadh2[m] + occoa[m] 	(35.1) or (34.1)	0	  0.00	1000.00	  0.00
FAOXC1811602m	Beta oxidation  fatty acid	5 h2o[m] + 5 coa[m] + 5 nad[m] + 4 fad[m] + vacccoa[m]  -> 5 h[m] + 5 nadh[m] + 5 accoa[m] + 4 fadh2[m] + occoa[m] 	(35.1) or (34.1)	0	  0.00	1000.00	  0.00
FAOXC1811603m	Beta oxidation  fatty acid	5 h2o[m] + 5 coa[m] + 5 nad[m] + 4 fad[m] + odecoa[m]  -> 5 h[m] + 5 nadh[m] + 5 accoa[m] + 4 fadh2[m] + occoa[m] 	(34.1) or (35.1)	0	  0.00	1000.00	  0.00
FAOXC182806m	Beta oxidation of fatty acid	5 h2o[m] + 5 coa[m] + 5 nad[m] + 3 fad[m] + lnlccoa[m]  -> 5 h[m] + 5 nadh[m] + 5 accoa[m] + 3 fadh2[m] + occoa[m] 	(34.1) or (35.1)	0	  0.00	1000.00	  0.00
FAOXC18280m	Beta oxidation of fatty acid	5 h2o[m] + 5 coa[m] + 5 nad[m] + 3 fad[m] + lneldccoa[m]  -> 5 h[m] + 5 nadh[m] + 5 accoa[m] + 3 fadh2[m] + occoa[m] 	(34.1) or (35.1)	0	  0.00	1000.00	  0.00
FAOXC183803m	Beta oxidation of fatty acid	5 h2o[m] + 5 coa[m] + 5 nad[m] + 2 fad[m] + lnlncacoa[m]  -> 5 h[m] + 5 nadh[m] + 5 accoa[m] + 2 fadh2[m] + occoa[m] 	(34.1) or (35.1)	0	  0.00	1000.00	  0.00
FAOXC183806m	Beta oxidation of fatty acid	2 o2[m] + 5 h2o[m] + 5 coa[m] + 5 nad[m] + lnlncgcoa[m]  -> 5 h[m] + 5 nadh[m] + 5 accoa[m] + 2 h2o2[m] + occoa[m] 	(34.1) or (35.1)	0	  0.00	1000.00	  0.00
FAOXC183806x	Beta oxidation of long chain fatty acid	5 nad[x] + 5 coa[x] + 2 o2[x] + 5 h2o[x] + lnlncgcoa[x]  -> 5 h[x] + 5 nadh[x] + 5 accoa[x] + occoa[x] + 2 h2o2[x] 	(3295.1 and 30.1 and 51.2) or (30.1 and 51.2 and 1962.1) or (51.1 and 3295.1 and 30.1) or (51.1 and 30.1 and 1962.1)	0	  0.00	1000.00	  0.00
FAOXC18480m	Beta oxidation of fatty acid	5 h2o[m] + 5 coa[m] + 5 nad[m] + fad[m] + strdnccoa[m]  -> 5 h[m] + 5 nadh[m] + 5 accoa[m] + fadh2[m] + occoa[m] 	(34.1) or (35.1)	0	  0.00	1000.00	  0.00
FAOXC18480x	Beta oxidation of long chain fatty acid	5 nad[x] + 5 coa[x] + o2[x] + 5 h2o[x] + strdnccoa[x]  -> 5 h[x] + 5 nadh[x] + 5 accoa[x] + occoa[x] + h2o2[x] 	(51.1 and 3295.1 and 30.1) or (30.1 and 51.2 and 1962.1) or (51.1 and 30.1 and 1962.1) or (3295.1 and 30.1 and 51.2)	0	  0.00	1000.00	  0.00
FAOXC200180m	Beta oxidation of long chain fatty acid	h2o[m] + coa[m] + nad[m] + fad[m] + arachcoa[m]  -> h[m] + nadh[m] + accoa[m] + fadh2[m] + stcoa[m] 	(35.1) or (34.1)	0	  0.00	1000.00	  0.00
FAOXC200180x	Beta oxidation of long chain fatty acid	nad[x] + coa[x] + o2[x] + h2o[x] + arachcoa[x]  -> h[x] + nadh[x] + accoa[x] + h2o2[x] + stcoa[x] 	(3295.1 and 30.1 and 51.2) or (51.1 and 30.1 and 1962.1) or (51.1 and 3295.1 and 30.1) or (30.1 and 51.2 and 1962.1)	0	  0.00	1000.00	  0.00
FAOXC2031836m	Beta oxidation of fatty acid	h2o[m] + coa[m] + nad[m] + fad[m] + dlnlcgcoa[m]  -> h[m] + nadh[m] + accoa[m] + fadh2[m] + lnlncgcoa[m] 	(35.1) or (34.1)	0	  0.00	1000.00	  0.00
FAOXC204	Beta oxidation of long chain fatty acid	9 h2o[m] + 9 coa[m] + 9 nad[m] + 5 fad[m] + arachdcoa[m]  -> 9 h[m] + 9 nadh[m] + 10 accoa[m] + 5 fadh2[m] 	(35.1) or (35.1) or (34.1) or (34.1)	0	  0.00	1000.00	  0.00
FAOXC204184m	Beta oxidation  fatty acid	h2o[m] + coa[m] + nad[m] + fad[m] + eicostetcoa[m]  -> h[m] + nadh[m] + accoa[m] + fadh2[m] + strdnccoa[m] 	(35.1) or (34.1)	0	  0.00	1000.00	  0.00
FAOXC2051843m	Beta oxidation of fatty acid	h2o[m] + coa[m] + nad[m] + tmndnccoa[m]  -> h[m] + nadh[m] + accoa[m] + strdnccoa[m] 	(34.1) or (35.1)	0	  0.00	1000.00	  0.00
FAOXC2051843x	Beta oxidation of long chain fatty acid	nad[x] + coa[x] + h2o[x] + tmndnccoa[x]  -> h[x] + nadh[x] + accoa[x] + strdnccoa[x] 	(30.1 and 51.2 and 1962.1) or (51.1 and 3295.1 and 30.1) or (51.1 and 30.1 and 1962.1) or (3295.1 and 30.1 and 51.2)	0	  0.00	1000.00	  0.00
FAOXC2242046m	Beta oxidation of long chain fatty acid	h2o[m] + coa[m] + nad[m] + fad[m] + adrncoa[m]  -> h[m] + nadh[m] + accoa[m] + fadh2[m] + arachdcoa[m] 	(34.1) or (35.1)	0	  0.00	1000.00	  0.00
FAOXC2242046x	Beta oxidation of long chain fatty acid	nad[x] + coa[x] + o2[x] + h2o[x] + adrncoa[x]  -> h[x] + nadh[x] + accoa[x] + h2o2[x] + arachdcoa[x] 	(3295.1 and 30.1 and 51.2) or (51.1 and 30.1 and 1962.1) or (30.1 and 51.2 and 1962.1) or (51.1 and 3295.1 and 30.1)	0	  0.00	1000.00	  0.00
FAOXC2251836m	Beta oxidation of fatty acid	2 h2o[m] + 2 coa[m] + 2 nad[m] + dcsptn1coa[m]  -> 2 h[m] + 2 nadh[m] + 2 accoa[m] + lnlncgcoa[m] 	(34.1) or (35.1)	0	  0.00	1000.00	  0.00
FAOXC2251836x	Beta oxidation of long chain fatty acid	2 nad[x] + 2 coa[x] + 2 h2o[x] + dcsptn1coa[x]  -> 2 h[x] + 2 nadh[x] + 2 accoa[x] + lnlncgcoa[x] 	(3295.1 and 30.1 and 51.2) or (51.1 and 30.1 and 1962.1) or (51.1 and 3295.1 and 30.1) or (30.1 and 51.2 and 1962.1)	0	  0.00	1000.00	  0.00
FAOXC2252053m	Beta oxidation of long chain fatty acid	o2[m] + h2o[m] + coa[m] + nad[m] + dcsptn1coa[m]  -> h[m] + nadh[m] + accoa[m] + h2o2[m] + tmndnccoa[m] 	(35.1) or (34.1)	0	  0.00	1000.00	  0.00
FAOXC2252053x	Beta oxidation of long chain fatty acid	nad[x] + coa[x] + o2[x] + h2o[x] + dcsptn1coa[x]  -> h[x] + nadh[x] + accoa[x] + h2o2[x] + tmndnccoa[x] 	(51.1 and 3295.1 and 30.1) or (30.1 and 51.2 and 1962.1) or (51.1 and 30.1 and 1962.1) or (3295.1 and 30.1 and 51.2)	0	  0.00	1000.00	  0.00
FAOXC226	Beta oxidation of long chain fatty acid	10 h2o[m] + 10 coa[m] + 10 nad[m] + 4 fad[m] + c226coa[m]  -> 10 h[m] + 10 nadh[m] + 11 accoa[m] + 4 fadh2[m] 	(35.1) or (34.1)	0	  0.00	1000.00	  0.00
FAOXC226205m	Beta oxidation of long chain fatty acid	h2o[m] + coa[m] + nad[m] + c226coa[m]  -> h[m] + nadh[m] + accoa[m] + tmndnccoa[m] 	(35.1) or (34.1)	0	  0.00	1000.00	  0.00
FAOXC226205x	Beta oxidation of long chain fatty acid	nad[x] + coa[x] + h2o[x] + c226coa[x]  -> h[x] + nadh[x] + accoa[x] + tmndnccoa[x] 	(3295.1 and 30.1 and 51.2) or (51.1 and 3295.1 and 30.1) or (30.1 and 51.2 and 1962.1) or (51.1 and 30.1 and 1962.1)	0	  0.00	1000.00	  0.00
FAOXC240200x	Beta oxidation of long chain fatty acid	2 nad[x] + 2 coa[x] + 2 o2[x] + 2 h2o[x] + lgnccoa[x]  -> 2 h[x] + 2 nadh[x] + 2 accoa[x] + 2 h2o2[x] + arachcoa[x] 	(51.1 and 3295.1 and 30.1) or (30.1 and 51.2 and 1962.1) or (51.1 and 30.1 and 1962.1) or (3295.1 and 30.1 and 51.2)	0	  0.00	1000.00	  0.00
FAOXC241181x	Beta oxidation of long chain fatty acid	3 nad[x] + 3 coa[x] + 3 o2[x] + 3 h2o[x] + nrvnccoa[x]  -> 3 h[x] + 3 nadh[x] + 3 accoa[x] + 3 h2o2[x] + odecoa[x] 	(3295.1 and 30.1 and 51.2) or (51.1 and 30.1 and 1962.1) or (51.1 and 3295.1 and 30.1) or (30.1 and 51.2 and 1962.1)	0	  0.00	1000.00	  0.00
FAOXC2442246x	Beta oxidation of long chain fatty acid	nad[x] + coa[x] + o2[x] + h2o[x] + tettet6coa[x]  -> h[x] + nadh[x] + accoa[x] + h2o2[x] + adrncoa[x] 	(51.1 and 3295.1 and 30.1) or (51.1 and 30.1 and 1962.1) or (30.1 and 51.2 and 1962.1) or (3295.1 and 30.1 and 51.2)	0	  0.00	1000.00	  0.00
FAOXC2452253x	Beta oxidation of long chain fatty acid	nad[x] + coa[x] + o2[x] + h2o[x] + tetpent3coa[x]  -> h[x] + nadh[x] + accoa[x] + h2o2[x] + clpndcoa[x] 	(3295.1 and 30.1 and 51.2) or (30.1 and 51.2 and 1962.1) or (51.1 and 30.1 and 1962.1) or (51.1 and 3295.1 and 30.1)	0	  0.00	1000.00	  0.00
FAOXC2452256x	Beta oxidation of long chain fatty acid	nad[x] + coa[x] + o2[x] + h2o[x] + tetpent6coa[x]  -> h[x] + nadh[x] + accoa[x] + h2o2[x] + dcsptn1coa[x] 	(3295.1 and 30.1 and 51.2) or (51.1 and 3295.1 and 30.1) or (30.1 and 51.2 and 1962.1) or (51.1 and 30.1 and 1962.1)	0	  0.00	1000.00	  0.00
FAOXC246226x	Beta oxidation of long chain fatty acid	nad[x] + coa[x] + o2[x] + h2o[x] + tethex3coa[x]  -> h[x] + nadh[x] + accoa[x] + h2o2[x] + c226coa[x] 	(3295.1 and 30.1 and 51.2) or (51.1 and 3295.1 and 30.1) or (30.1 and 51.2 and 1962.1) or (51.1 and 30.1 and 1962.1)	0	  0.00	1000.00	  0.00
FAOXC260240x	Beta oxidation of long chain fatty acid	nad[x] + coa[x] + o2[x] + h2o[x] + hexccoa[x]  -> h[x] + nadh[x] + accoa[x] + h2o2[x] + lgnccoa[x] 	(3295.1 and 30.1 and 51.2) or (51.1 and 30.1 and 1962.1) or (51.1 and 3295.1 and 30.1) or (30.1 and 51.2 and 1962.1)	0	  0.00	1000.00	  0.00
FAOXC80	Beta oxidation of med/long chain fatty acid	3 h2o[m] + 3 coa[m] + 3 nad[m] + 3 fad[m] + occoa[m]  -> 3 h[m] + 3 nadh[m] + 4 accoa[m] + 3 fadh2[m] 	(35.1) or (34.1)	0	  0.00	1000.00	  0.00
FAS100COA	fatty acyl-CoA synthase (n-C10:0CoA)	3 h[c] + 2 nadph[c] + malcoa[c] + occoa[c]  -> h2o[c] + 2 nadp[c] + co2[c] + coa[c] + dcacoa[c] 	(2194.1)	0	  0.00	1000.00	  0.00
FAS120COA	fatty-acyl-CoA synthase (n-C12:0CoA)	3 h[c] + 2 nadph[c] + malcoa[c] + dcacoa[c]  -> h2o[c] + 2 nadp[c] + co2[c] + coa[c] + ddcacoa[c] 	(2194.1)	0	  0.00	1000.00	  0.00
FAS140COA	fatty-acyl-CoA synthase (n-C14:0CoA)	3 h[c] + 2 nadph[c] + malcoa[c] + ddcacoa[c]  -> h2o[c] + 2 nadp[c] + co2[c] + coa[c] + tdcoa[c] 	(2194.1)	0	  0.00	1000.00	  0.00
FAS160COA	fatty-acyl-CoA synthase (n-C16:0CoA)	3 h[c] + 2 nadph[c] + malcoa[c] + tdcoa[c]  -> h2o[c] + 2 nadp[c] + co2[c] + coa[c] + pmtcoa[c] 	(2194.1)	0	  0.00	1000.00	  0.00
FAS180COA	fatty-acyl-CoA synthase (n-C18:0CoA)	3 h[c] + 2 nadph[c] + malcoa[c] + pmtcoa[c]  -> h2o[c] + 2 nadp[c] + co2[c] + coa[c] + stcoa[c] 	(2194.1)	0	  0.00	1000.00	  0.00
